,Date,Day,count,status,country
1288,9/13/2014,175,562.0,Deaths,SierraLeone
800,9/13/2014,175,1.0,Cases,Spain
1776,9/13/2014,175,0.0,Deaths,Spain
678,9/13/2014,175,4.0,Cases,UnitedStates
1654,9/13/2014,175,1.0,Deaths,UnitedStates
69,9/14/2014,176,942.0,Cases,Guinea
1045,9/14/2014,176,601.0,Deaths,Guinea
191,9/14/2014,176,2710.0,Cases,Liberia
1167,9/14/2014,176,1459.0,Deaths,Liberia
923,9/14/2014,176,7.0,Cases,Mali
1899,9/14/2014,176,6.0,Deaths,Mali
435,9/14/2014,176,21.0,Cases,Nigeria
1411,9/14/2014,176,8.0,Deaths,Nigeria
557,9/14/2014,176,1.0,Cases,Senegal
1533,9/14/2014,176,0.0,Deaths,Senegal
313,9/14/2014,176,1673.0,Cases,SierraLeone
1289,9/14/2014,176,562.0,Deaths,SierraLeone
801,9/14/2014,176,1.0,Cases,Spain
1777,9/14/2014,176,0.0,Deaths,Spain
679,9/14/2014,176,4.0,Cases,UnitedStates
1655,9/14/2014,176,1.0,Deaths,UnitedStates
70,9/17/2014,179,942.0,Cases,Guinea
1046,9/17/2014,179,601.0,Deaths,Guinea
192,9/17/2014,179,3022.0,Cases,Liberia
1168,9/17/2014,179,1578.0,Deaths,Liberia
924,9/17/2014,179,7.0,Cases,Mali
1900,9/17/2014,179,6.0,Deaths,Mali
436,9/17/2014,179,21.0,Cases,Nigeria
1412,9/17/2014,179,8.0,Deaths,Nigeria
558,9/17/2014,179,1.0,Cases,Senegal
1534,9/17/2014,179,0.0,Deaths,Senegal
314,9/17/2014,179,1673.0,Cases,SierraLeone
1290,9/17/2014,179,562.0,Deaths,SierraLeone
802,9/17/2014,179,1.0,Cases,Spain
1778,9/17/2014,179,0.0,Deaths,Spain
680,9/17/2014,179,4.0,Cases,UnitedStates
1656,9/17/2014,179,1.0,Deaths,UnitedStates
71,9/19/2014,181,1008.0,Cases,Guinea
1047,9/19/2014,181,632.0,Deaths,Guinea
193,9/19/2014,181,3022.0,Cases,Liberia
1169,9/19/2014,181,1578.0,Deaths,Liberia
925,9/19/2014,181,7.0,Cases,Mali
1901,9/19/2014,181,6.0,Deaths,Mali
437,9/19/2014,181,21.0,Cases,Nigeria
1413,9/19/2014,181,8.0,Deaths,Nigeria
559,9/19/2014,181,1.0,Cases,Senegal
1535,9/19/2014,181,0.0,Deaths,Senegal
315,9/19/2014,181,1673.0,Cases,SierraLeone
1291,9/19/2014,181,562.0,Deaths,SierraLeone
803,9/19/2014,181,1.0,Cases,Spain
1779,9/19/2014,181,0.0,Deaths,Spain
681,9/19/2014,181,4.0,Cases,UnitedStates
1657,9/19/2014,181,1.0,Deaths,UnitedStates
72,9/20/2014,182,1008.0,Cases,Guinea
1048,9/20/2014,182,632.0,Deaths,Guinea
194,9/20/2014,182,3022.0,Cases,Liberia
1170,9/20/2014,182,1578.0,Deaths,Liberia
926,9/20/2014,182,7.0,Cases,Mali
1902,9/20/2014,182,6.0,Deaths,Mali
438,9/20/2014,182,21.0,Cases,Nigeria
1414,9/20/2014,182,8.0,Deaths,Nigeria
560,9/20/2014,182,1.0,Cases,Senegal
1536,9/20/2014,182,0.0,Deaths,Senegal
316,9/20/2014,182,1813.0,Cases,SierraLeone
1292,9/20/2014,182,593.0,Deaths,SierraLeone
804,9/20/2014,182,1.0,Cases,Spain
1780,9/20/2014,182,0.0,Deaths,Spain
682,9/20/2014,182,4.0,Cases,UnitedStates
1658,9/20/2014,182,1.0,Deaths,UnitedStates
73,9/21/2014,183,1022.0,Cases,Guinea
1049,9/21/2014,183,635.0,Deaths,Guinea
195,9/21/2014,183,3280.0,Cases,Liberia
1171,9/21/2014,183,1677.0,Deaths,Liberia
927,9/21/2014,183,7.0,Cases,Mali
1903,9/21/2014,183,6.0,Deaths,Mali
439,9/21/2014,183,20.0,Cases,Nigeria
1415,9/21/2014,183,8.0,Deaths,Nigeria
561,9/21/2014,183,1.0,Cases,Senegal
1537,9/21/2014,183,0.0,Deaths,Senegal
317,9/21/2014,183,1940.0,Cases,SierraLeone
1293,9/21/2014,183,597.0,Deaths,SierraLeone
805,9/21/2014,183,1.0,Cases,Spain
1781,9/21/2014,183,0.0,Deaths,Spain
683,9/21/2014,183,4.0,Cases,UnitedStates
1659,9/21/2014,183,1.0,Deaths,UnitedStates
74,9/23/2014,185,1074.0,Cases,Guinea
1050,9/23/2014,185,648.0,Deaths,Guinea
196,9/23/2014,185,3458.0,Cases,Liberia
1172,9/23/2014,185,1830.0,Deaths,Liberia
928,9/23/2014,185,7.0,Cases,Mali
1904,9/23/2014,185,6.0,Deaths,Mali
440,9/23/2014,185,20.0,Cases,Nigeria
1416,9/23/2014,185,8.0,Deaths,Nigeria
562,9/23/2014,185,1.0,Cases,Senegal
1538,9/23/2014,185,0.0,Deaths,Senegal
318,9/23/2014,185,2021.0,Cases,SierraLeone
1294,9/23/2014,185,605.0,Deaths,SierraLeone
806,9/23/2014,185,1.0,Cases,Spain
1782,9/23/2014,185,0.0,Deaths,Spain
684,9/23/2014,185,4.0,Cases,UnitedStates
1660,9/23/2014,185,1.0,Deaths,UnitedStates
75,9/28/2014,190,1157.0,Cases,Guinea
1051,9/28/2014,190,710.0,Deaths,Guinea
197,9/28/2014,190,3696.0,Cases,Liberia
1173,9/28/2014,190,1998.0,Deaths,Liberia
929,9/28/2014,190,7.0,Cases,Mali
1905,9/28/2014,190,6.0,Deaths,Mali
441,9/28/2014,190,20.0,Cases,Nigeria
1417,9/28/2014,190,8.0,Deaths,Nigeria
563,9/28/2014,190,1.0,Cases,Senegal
1539,9/28/2014,190,0.0,Deaths,Senegal
319,9/28/2014,190,2304.0,Cases,SierraLeone
1295,9/28/2014,190,622.0,Deaths,SierraLeone
807,9/28/2014,190,1.0,Cases,Spain
1783,9/28/2014,190,0.0,Deaths,Spain
685,9/28/2014,190,4.0,Cases,UnitedStates
1661,9/28/2014,190,1.0,Deaths,UnitedStates
76,10/1/2014,193,1199.0,Cases,Guinea
1052,10/1/2014,193,739.0,Deaths,Guinea
198,10/1/2014,193,3834.0,Cases,Liberia
1174,10/1/2014,193,2069.0,Deaths,Liberia
930,10/1/2014,193,7.0,Cases,Mali
1906,10/1/2014,193,6.0,Deaths,Mali
442,10/1/2014,193,20.0,Cases,Nigeria
1418,10/1/2014,193,8.0,Deaths,Nigeria
564,10/1/2014,193,1.0,Cases,Senegal
1540,10/1/2014,193,0.0,Deaths,Senegal
320,10/1/2014,193,2437.0,Cases,SierraLeone
1296,10/1/2014,193,623.0,Deaths,SierraLeone
808,10/1/2014,193,1.0,Cases,Spain
1784,10/1/2014,193,0.0,Deaths,Spain
686,10/1/2014,193,1.0,Cases,UnitedStates
1662,10/1/2014,193,0.0,Deaths,UnitedStates
77,10/4/2014,196,1199.0,Cases,Guinea
1053,10/4/2014,196,739.0,Deaths,Guinea
199,10/4/2014,196,3924.0,Cases,Liberia
1175,10/4/2014,196,2210.0,Deaths,Liberia
931,10/4/2014,196,7.0,Cases,Mali
1907,10/4/2014,196,6.0,Deaths,Mali
443,10/4/2014,196,20.0,Cases,Nigeria
1419,10/4/2014,196,8.0,Deaths,Nigeria
565,10/4/2014,196,1.0,Cases,Senegal
1541,10/4/2014,196,0.0,Deaths,Senegal
321,10/4/2014,196,2437.0,Cases,SierraLeone
1297,10/4/2014,196,623.0,Deaths,SierraLeone
809,10/4/2014,196,1.0,Cases,Spain
1785,10/4/2014,196,0.0,Deaths,Spain
687,10/4/2014,196,1.0,Cases,UnitedStates
1663,10/4/2014,196,0.0,Deaths,UnitedStates
78,10/5/2014,197,1298.0,Cases,Guinea
1054,10/5/2014,197,768.0,Deaths,Guinea
200,10/5/2014,197,3924.0,Cases,Liberia
1176,10/5/2014,197,2210.0,Deaths,Liberia
932,10/5/2014,197,7.0,Cases,Mali
1908,10/5/2014,197,6.0,Deaths,Mali
444,10/5/2014,197,20.0,Cases,Nigeria
1420,10/5/2014,197,8.0,Deaths,Nigeria
566,10/5/2014,197,1.0,Cases,Senegal
1542,10/5/2014,197,0.0,Deaths,Senegal
322,10/5/2014,197,2789.0,Cases,SierraLeone
1298,10/5/2014,197,879.0,Deaths,SierraLeone
810,10/5/2014,197,1.0,Cases,Spain
1786,10/5/2014,197,0.0,Deaths,Spain
688,10/5/2014,197,1.0,Cases,UnitedStates
1664,10/5/2014,197,0.0,Deaths,UnitedStates
79,10/7/2014,199,1350.0,Cases,Guinea
1055,10/7/2014,199,778.0,Deaths,Guinea
201,10/7/2014,199,4076.0,Cases,Liberia
1177,10/7/2014,199,2316.0,Deaths,Liberia
933,10/7/2014,199,7.0,Cases,Mali
1909,10/7/2014,199,6.0,Deaths,Mali
445,10/7/2014,199,20.0,Cases,Nigeria
1421,10/7/2014,199,8.0,Deaths,Nigeria
567,10/7/2014,199,1.0,Cases,Senegal
1543,10/7/2014,199,0.0,Deaths,Senegal
323,10/7/2014,199,2789.0,Cases,SierraLeone
1299,10/7/2014,199,879.0,Deaths,SierraLeone
811,10/7/2014,199,1.0,Cases,Spain
1787,10/7/2014,199,0.0,Deaths,Spain
689,10/7/2014,199,1.0,Cases,UnitedStates
1665,10/7/2014,199,0.0,Deaths,UnitedStates
80,10/8/2014,200,1350.0,Cases,Guinea
1056,10/8/2014,200,778.0,Deaths,Guinea
202,10/8/2014,200,4076.0,Cases,Liberia
1178,10/8/2014,200,2316.0,Deaths,Liberia
934,10/8/2014,200,7.0,Cases,Mali
1910,10/8/2014,200,6.0,Deaths,Mali
446,10/8/2014,200,20.0,Cases,Nigeria
1422,10/8/2014,200,8.0,Deaths,Nigeria
568,10/8/2014,200,1.0,Cases,Senegal
1544,10/8/2014,200,0.0,Deaths,Senegal
324,10/8/2014,200,2950.0,Cases,SierraLeone
1300,10/8/2014,200,930.0,Deaths,SierraLeone
812,10/8/2014,200,1.0,Cases,Spain
1788,10/8/2014,200,1.0,Deaths,Spain
690,10/8/2014,200,1.0,Cases,UnitedStates
1666,10/8/2014,200,1.0,Deaths,UnitedStates
81,10/11/2014,203,1350.0,Cases,Guinea
1057,10/11/2014,203,778.0,Deaths,Guinea
203,10/11/2014,203,4249.0,Cases,Liberia
1179,10/11/2014,203,2458.0,Deaths,Liberia
935,10/11/2014,203,7.0,Cases,Mali
1911,10/11/2014,203,6.0,Deaths,Mali
447,10/11/2014,203,20.0,Cases,Nigeria
1423,10/11/2014,203,8.0,Deaths,Nigeria
569,10/11/2014,203,1.0,Cases,Senegal
1545,10/11/2014,203,0.0,Deaths,Senegal
325,10/11/2014,203,2950.0,Cases,SierraLeone
1301,10/11/2014,203,930.0,Deaths,SierraLeone
813,10/11/2014,203,1.0,Cases,Spain
1789,10/11/2014,203,1.0,Deaths,Spain
691,10/11/2014,203,1.0,Cases,UnitedStates
1667,10/11/2014,203,1.0,Deaths,UnitedStates
82,10/12/2014,204,1472.0,Cases,Guinea
1058,10/12/2014,204,843.0,Deaths,Guinea
204,10/12/2014,204,4249.0,Cases,Liberia
1180,10/12/2014,204,2458.0,Deaths,Liberia
936,10/12/2014,204,7.0,Cases,Mali
1912,10/12/2014,204,6.0,Deaths,Mali
448,10/12/2014,204,20.0,Cases,Nigeria
1424,10/12/2014,204,8.0,Deaths,Nigeria
570,10/12/2014,204,1.0,Cases,Senegal
1546,10/12/2014,204,0.0,Deaths,Senegal
326,10/12/2014,204,3252.0,Cases,SierraLeone
1302,10/12/2014,204,1183.0,Deaths,SierraLeone
814,10/12/2014,204,1.0,Cases,Spain
1790,10/12/2014,204,1.0,Deaths,Spain
692,10/12/2014,204,2.0,Cases,UnitedStates
1668,10/12/2014,204,1.0,Deaths,UnitedStates
83,10/13/2014,205,1472.0,Cases,Guinea
1059,10/13/2014,205,843.0,Deaths,Guinea
205,10/13/2014,205,4262.0,Cases,Liberia
1181,10/13/2014,205,2484.0,Deaths,Liberia
937,10/13/2014,205,7.0,Cases,Mali
1913,10/13/2014,205,6.0,Deaths,Mali
449,10/13/2014,205,20.0,Cases,Nigeria
1425,10/13/2014,205,8.0,Deaths,Nigeria
571,10/13/2014,205,1.0,Cases,Senegal
1547,10/13/2014,205,0.0,Deaths,Senegal
327,10/13/2014,205,3252.0,Cases,SierraLeone
1303,10/13/2014,205,1183.0,Deaths,SierraLeone
815,10/13/2014,205,1.0,Cases,Spain
1791,10/13/2014,205,1.0,Deaths,Spain
693,10/13/2014,205,2.0,Cases,UnitedStates
1669,10/13/2014,205,1.0,Deaths,UnitedStates
84,10/14/2014,206,1519.0,Cases,Guinea
1060,10/14/2014,206,862.0,Deaths,Guinea
206,10/14/2014,206,4262.0,Cases,Liberia
1182,10/14/2014,206,2484.0,Deaths,Liberia
938,10/14/2014,206,7.0,Cases,Mali
1914,10/14/2014,206,6.0,Deaths,Mali
450,10/14/2014,206,20.0,Cases,Nigeria
1426,10/14/2014,206,8.0,Deaths,Nigeria
572,10/14/2014,206,1.0,Cases,Senegal
1548,10/14/2014,206,0.0,Deaths,Senegal
328,10/14/2014,206,3410.0,Cases,SierraLeone
1304,10/14/2014,206,1200.0,Deaths,SierraLeone
816,10/14/2014,206,1.0,Cases,Spain
1792,10/14/2014,206,1.0,Deaths,Spain
694,10/14/2014,206,3.0,Cases,UnitedStates
1670,10/14/2014,206,0.0,Deaths,UnitedStates
85,10/18/2014,210,1519.0,Cases,Guinea
1061,10/18/2014,210,862.0,Deaths,Guinea
207,10/18/2014,210,4665.0,Cases,Liberia
1183,10/18/2014,210,2705.0,Deaths,Liberia
939,10/18/2014,210,7.0,Cases,Mali
1915,10/18/2014,210,6.0,Deaths,Mali
451,10/18/2014,210,20.0,Cases,Nigeria
1427,10/18/2014,210,8.0,Deaths,Nigeria
573,10/18/2014,210,1.0,Cases,Senegal
1549,10/18/2014,210,0.0,Deaths,Senegal
329,10/18/2014,210,3410.0,Cases,SierraLeone
1305,10/18/2014,210,1200.0,Deaths,SierraLeone
817,10/18/2014,210,1.0,Cases,Spain
1793,10/18/2014,210,1.0,Deaths,Spain
695,10/18/2014,210,3.0,Cases,UnitedStates
1671,10/18/2014,210,0.0,Deaths,UnitedStates
86,10/19/2014,211,1540.0,Cases,Guinea
1062,10/19/2014,211,904.0,Deaths,Guinea
208,10/19/2014,211,4665.0,Cases,Liberia
1184,10/19/2014,211,2705.0,Deaths,Liberia
940,10/19/2014,211,7.0,Cases,Mali
1916,10/19/2014,211,6.0,Deaths,Mali
452,10/19/2014,211,20.0,Cases,Nigeria
1428,10/19/2014,211,8.0,Deaths,Nigeria
574,10/19/2014,211,1.0,Cases,Senegal
1550,10/19/2014,211,0.0,Deaths,Senegal
330,10/19/2014,211,3706.0,Cases,SierraLeone
1306,10/19/2014,211,1259.0,Deaths,SierraLeone
818,10/19/2014,211,1.0,Cases,Spain
1794,10/19/2014,211,0.0,Deaths,Spain
696,10/19/2014,211,3.0,Cases,UnitedStates
1672,10/19/2014,211,1.0,Deaths,UnitedStates
87,10/21/2014,213,1553.0,Cases,Guinea
1063,10/21/2014,213,926.0,Deaths,Guinea
209,10/21/2014,213,4665.0,Cases,Liberia
1185,10/21/2014,213,2705.0,Deaths,Liberia
941,10/21/2014,213,7.0,Cases,Mali
1917,10/21/2014,213,6.0,Deaths,Mali
453,10/21/2014,213,20.0,Cases,Nigeria
1429,10/21/2014,213,8.0,Deaths,Nigeria
575,10/21/2014,213,1.0,Cases,Senegal
1551,10/21/2014,213,0.0,Deaths,Senegal
331,10/21/2014,213,3706.0,Cases,SierraLeone
1307,10/21/2014,213,1259.0,Deaths,SierraLeone
819,10/21/2014,213,1.0,Cases,Spain
1795,10/21/2014,213,0.0,Deaths,Spain
697,10/21/2014,213,3.0,Cases,UnitedStates
1673,10/21/2014,213,1.0,Deaths,UnitedStates
88,10/22/2014,214,1553.0,Cases,Guinea
1064,10/22/2014,214,926.0,Deaths,Guinea
210,10/22/2014,214,4665.0,Cases,Liberia
1186,10/22/2014,214,2705.0,Deaths,Liberia
942,10/22/2014,214,1.0,Cases,Mali
1918,10/22/2014,214,1.0,Deaths,Mali
454,10/22/2014,214,20.0,Cases,Nigeria
1430,10/22/2014,214,8.0,Deaths,Nigeria
576,10/22/2014,214,1.0,Cases,Senegal
1552,10/22/2014,214,0.0,Deaths,Senegal
332,10/22/2014,214,3896.0,Cases,SierraLeone
1308,10/22/2014,214,1281.0,Deaths,SierraLeone
820,10/22/2014,214,1.0,Cases,Spain
1796,10/22/2014,214,0.0,Deaths,Spain
698,10/22/2014,214,4.0,Cases,UnitedStates
1674,10/22/2014,214,1.0,Deaths,UnitedStates
89,10/25/2014,216,1553.0,Cases,Guinea
1065,10/25/2014,216,926.0,Deaths,Guinea
211,10/25/2014,216,6535.0,Cases,Liberia
1187,10/25/2014,216,2413.0,Deaths,Liberia
943,10/25/2014,216,1.0,Cases,Mali
1919,10/25/2014,216,1.0,Deaths,Mali
455,10/25/2014,216,20.0,Cases,Nigeria
1431,10/25/2014,216,8.0,Deaths,Nigeria
577,10/25/2014,216,1.0,Cases,Senegal
1553,10/25/2014,216,0.0,Deaths,Senegal
333,10/25/2014,216,3896.0,Cases,SierraLeone
1309,10/25/2014,216,1281.0,Deaths,SierraLeone
821,10/25/2014,216,1.0,Cases,Spain
1797,10/25/2014,216,0.0,Deaths,Spain
699,10/25/2014,216,4.0,Cases,UnitedStates
1675,10/25/2014,216,1.0,Deaths,UnitedStates
90,10/27/2014,218,1906.0,Cases,Guinea
1066,10/27/2014,218,997.0,Deaths,Guinea
212,10/27/2014,218,6535.0,Cases,Liberia
1188,10/27/2014,218,2413.0,Deaths,Liberia
944,10/27/2014,218,1.0,Cases,Mali
1920,10/27/2014,218,1.0,Deaths,Mali
456,10/27/2014,218,20.0,Cases,Nigeria
1432,10/27/2014,218,8.0,Deaths,Nigeria
578,10/27/2014,218,1.0,Cases,Senegal
1554,10/27/2014,218,0.0,Deaths,Senegal
334,10/27/2014,218,5235.0,Cases,SierraLeone
1310,10/27/2014,218,1500.0,Deaths,SierraLeone
822,10/27/2014,218,1.0,Cases,Spain
1798,10/27/2014,218,0.0,Deaths,Spain
700,10/27/2014,218,4.0,Cases,UnitedStates
1676,10/27/2014,218,1.0,Deaths,UnitedStates
91,10/29/2014,220,1667.0,Cases,Guinea
1067,10/29/2014,220,1018.0,Deaths,Guinea
213,10/29/2014,220,6535.0,Cases,Liberia
1189,10/29/2014,220,2413.0,Deaths,Liberia
945,10/29/2014,220,1.0,Cases,Mali
1921,10/29/2014,220,1.0,Deaths,Mali
457,10/29/2014,220,20.0,Cases,Nigeria
1433,10/29/2014,220,8.0,Deaths,Nigeria
579,10/29/2014,220,1.0,Cases,Senegal
1555,10/29/2014,220,0.0,Deaths,Senegal
335,10/29/2014,220,5338.0,Cases,SierraLeone
1311,10/29/2014,220,1510.0,Deaths,SierraLeone
823,10/29/2014,220,1.0,Cases,Spain
1799,10/29/2014,220,0.0,Deaths,Spain
701,10/29/2014,220,4.0,Cases,UnitedStates
1677,10/29/2014,220,1.0,Deaths,UnitedStates
92,10/31/2014,222,1667.0,Cases,Guinea
1068,10/31/2014,222,1018.0,Deaths,Guinea
214,10/31/2014,222,6525.0,Cases,Liberia
1190,10/31/2014,222,2697.0,Deaths,Liberia
946,10/31/2014,222,1.0,Cases,Mali
1922,10/31/2014,222,1.0,Deaths,Mali
458,10/31/2014,222,20.0,Cases,Nigeria
1434,10/31/2014,222,8.0,Deaths,Nigeria
580,10/31/2014,222,1.0,Cases,Senegal
1556,10/31/2014,222,0.0,Deaths,Senegal
336,10/31/2014,222,5338.0,Cases,SierraLeone
1312,10/31/2014,222,1510.0,Deaths,SierraLeone
824,10/31/2014,222,1.0,Cases,Spain
1800,10/31/2014,222,0.0,Deaths,Spain
702,10/31/2014,222,4.0,Cases,UnitedStates
1678,10/31/2014,222,1.0,Deaths,UnitedStates
93,11/2/2014,225,1731.0,Cases,Guinea
1069,11/2/2014,225,1041.0,Deaths,Guinea
215,11/2/2014,225,6525.0,Cases,Liberia
1191,11/2/2014,225,2697.0,Deaths,Liberia
947,11/2/2014,225,1.0,Cases,Mali
1923,11/2/2014,225,1.0,Deaths,Mali
459,11/2/2014,225,20.0,Cases,Nigeria
1435,11/2/2014,225,8.0,Deaths,Nigeria
581,11/2/2014,225,1.0,Cases,Senegal
1557,11/2/2014,225,0.0,Deaths,Senegal
337,11/2/2014,225,4759.0,Cases,SierraLeone
1313,11/2/2014,225,1070.0,Deaths,SierraLeone
825,11/2/2014,225,1.0,Cases,Spain
1801,11/2/2014,225,0.0,Deaths,Spain
703,11/2/2014,225,4.0,Cases,UnitedStates
1679,11/2/2014,225,1.0,Deaths,UnitedStates
94,11/3/2014,226,1760.0,Cases,Guinea
1070,11/3/2014,226,1054.0,Deaths,Guinea
216,11/3/2014,226,6525.0,Cases,Liberia
1192,11/3/2014,226,2697.0,Deaths,Liberia
948,11/3/2014,226,1.0,Cases,Mali
1924,11/3/2014,226,1.0,Deaths,Mali
460,11/3/2014,226,20.0,Cases,Nigeria
1436,11/3/2014,226,8.0,Deaths,Nigeria
582,11/3/2014,226,1.0,Cases,Senegal
1558,11/3/2014,226,0.0,Deaths,Senegal
338,11/3/2014,226,4759.0,Cases,SierraLeone
1314,11/3/2014,226,1070.0,Deaths,SierraLeone
826,11/3/2014,226,1.0,Cases,Spain
1802,11/3/2014,226,0.0,Deaths,Spain
704,11/3/2014,226,4.0,Cases,UnitedStates
1680,11/3/2014,226,1.0,Deaths,UnitedStates
95,11/4/2014,227,1760.0,Cases,Guinea
1071,11/4/2014,227,1054.0,Deaths,Guinea
217,11/4/2014,227,6619.0,Cases,Liberia
1193,11/4/2014,227,2766.0,Deaths,Liberia
949,11/4/2014,227,1.0,Cases,Mali
1925,11/4/2014,227,1.0,Deaths,Mali
461,11/4/2014,227,20.0,Cases,Nigeria
1437,11/4/2014,227,8.0,Deaths,Nigeria
583,11/4/2014,227,1.0,Cases,Senegal
1559,11/4/2014,227,0.0,Deaths,Senegal
339,11/4/2014,227,4862.0,Cases,SierraLeone
1315,11/4/2014,227,1130.0,Deaths,SierraLeone
827,11/4/2014,227,1.0,Cases,Spain
1803,11/4/2014,227,0.0,Deaths,Spain
705,11/4/2014,227,4.0,Cases,UnitedStates
1681,11/4/2014,227,1.0,Deaths,UnitedStates
96,11/8/2014,231,1760.0,Cases,Guinea
1072,11/8/2014,231,1054.0,Deaths,Guinea
218,11/8/2014,231,6822.0,Cases,Liberia
1194,11/8/2014,231,2836.0,Deaths,Liberia
950,11/8/2014,231,1.0,Cases,Mali
1926,11/8/2014,231,1.0,Deaths,Mali
462,11/8/2014,231,20.0,Cases,Nigeria
1438,11/8/2014,231,8.0,Deaths,Nigeria
584,11/8/2014,231,1.0,Cases,Senegal
1560,11/8/2014,231,0.0,Deaths,Senegal
340,11/8/2014,231,4862.0,Cases,SierraLeone
1316,11/8/2014,231,1130.0,Deaths,SierraLeone
828,11/8/2014,231,1.0,Cases,Spain
1804,11/8/2014,231,0.0,Deaths,Spain
706,11/8/2014,231,4.0,Cases,UnitedStates
1682,11/8/2014,231,1.0,Deaths,UnitedStates
97,11/9/2014,232,1878.0,Cases,Guinea
1073,11/9/2014,232,1142.0,Deaths,Guinea
219,11/9/2014,232,6822.0,Cases,Liberia
1195,11/9/2014,232,2836.0,Deaths,Liberia
951,11/9/2014,232,1.0,Cases,Mali
1927,11/9/2014,232,1.0,Deaths,Mali
463,11/9/2014,232,20.0,Cases,Nigeria
1439,11/9/2014,232,8.0,Deaths,Nigeria
585,11/9/2014,232,1.0,Cases,Senegal
1561,11/9/2014,232,0.0,Deaths,Senegal
341,11/9/2014,232,5368.0,Cases,SierraLeone
1317,11/9/2014,232,1169.0,Deaths,SierraLeone
829,11/9/2014,232,1.0,Cases,Spain
1805,11/9/2014,232,0.0,Deaths,Spain
707,11/9/2014,232,4.0,Cases,UnitedStates
1683,11/9/2014,232,1.0,Deaths,UnitedStates
98,11/10/2014,233,1878.0,Cases,Guinea
1074,11/10/2014,233,1142.0,Deaths,Guinea
220,11/10/2014,233,6878.0,Cases,Liberia
1196,11/10/2014,233,2812.0,Deaths,Liberia
952,11/10/2014,233,1.0,Cases,Mali
1928,11/10/2014,233,1.0,Deaths,Mali
464,11/10/2014,233,20.0,Cases,Nigeria
1440,11/10/2014,233,8.0,Deaths,Nigeria
586,11/10/2014,233,1.0,Cases,Senegal
1562,11/10/2014,233,0.0,Deaths,Senegal
342,11/10/2014,233,5368.0,Cases,SierraLeone
1318,11/10/2014,233,1169.0,Deaths,SierraLeone
830,11/10/2014,233,1.0,Cases,Spain
1806,11/10/2014,233,0.0,Deaths,Spain
708,11/10/2014,233,4.0,Cases,UnitedStates
1684,11/10/2014,233,1.0,Deaths,UnitedStates
99,11/11/2014,234,1919.0,Cases,Guinea
1075,11/11/2014,234,1166.0,Deaths,Guinea
221,11/11/2014,234,6878.0,Cases,Liberia
1197,11/11/2014,234,2812.0,Deaths,Liberia
953,11/11/2014,234,4.0,Cases,Mali
1929,11/11/2014,234,3.0,Deaths,Mali
465,11/11/2014,234,20.0,Cases,Nigeria
1441,11/11/2014,234,8.0,Deaths,Nigeria
587,11/11/2014,234,1.0,Cases,Senegal
1563,11/11/2014,234,0.0,Deaths,Senegal
343,11/11/2014,234,5586.0,Cases,SierraLeone
1319,11/11/2014,234,1187.0,Deaths,SierraLeone
831,11/11/2014,234,1.0,Cases,Spain
1807,11/11/2014,234,0.0,Deaths,Spain
709,11/11/2014,234,4.0,Cases,UnitedStates
1685,11/11/2014,234,1.0,Deaths,UnitedStates
100,11/15/2014,238,1919.0,Cases,Guinea
1076,11/15/2014,238,1166.0,Deaths,Guinea
222,11/15/2014,238,7069.0,Cases,Liberia
1198,11/15/2014,238,2964.0,Deaths,Liberia
954,11/15/2014,238,4.0,Cases,Mali
1930,11/15/2014,238,3.0,Deaths,Mali
466,11/15/2014,238,20.0,Cases,Nigeria
1442,11/15/2014,238,8.0,Deaths,Nigeria
588,11/15/2014,238,1.0,Cases,Senegal
1564,11/15/2014,238,0.0,Deaths,Senegal
344,11/15/2014,238,5586.0,Cases,SierraLeone
1320,11/15/2014,238,1187.0,Deaths,SierraLeone
832,11/15/2014,238,1.0,Cases,Spain
1808,11/15/2014,238,0.0,Deaths,Spain
710,11/15/2014,238,4.0,Cases,UnitedStates
1686,11/15/2014,238,1.0,Deaths,UnitedStates
101,11/16/2014,239,1971.0,Cases,Guinea
1077,11/16/2014,239,1192.0,Deaths,Guinea
223,11/16/2014,239,7069.0,Cases,Liberia
1199,11/16/2014,239,2964.0,Deaths,Liberia
955,11/16/2014,239,5.0,Cases,Mali
1931,11/16/2014,239,5.0,Deaths,Mali
467,11/16/2014,239,20.0,Cases,Nigeria
1443,11/16/2014,239,8.0,Deaths,Nigeria
589,11/16/2014,239,1.0,Cases,Senegal
1565,11/16/2014,239,0.0,Deaths,Senegal
345,11/16/2014,239,6073.0,Cases,SierraLeone
1321,11/16/2014,239,1250.0,Deaths,SierraLeone
833,11/16/2014,239,1.0,Cases,Spain
1809,11/16/2014,239,0.0,Deaths,Spain
711,11/16/2014,239,4.0,Cases,UnitedStates
1687,11/16/2014,239,1.0,Deaths,UnitedStates
102,11/18/2014,241,2047.0,Cases,Guinea
1078,11/18/2014,241,1214.0,Deaths,Guinea
224,11/18/2014,241,7082.0,Cases,Liberia
1200,11/18/2014,241,2963.0,Deaths,Liberia
956,11/18/2014,241,6.0,Cases,Mali
1932,11/18/2014,241,6.0,Deaths,Mali
468,11/18/2014,241,20.0,Cases,Nigeria
1444,11/18/2014,241,8.0,Deaths,Nigeria
590,11/18/2014,241,1.0,Cases,Senegal
1566,11/18/2014,241,0.0,Deaths,Senegal
346,11/18/2014,241,6190.0,Cases,SierraLeone
